MONTH_REPORTED,DRIVER_START_MONTH,CITY,STATE,ZIP,NUMBER_OF_TRIPS,MULTIPLE_TNPS
2024-08-01,2023-04-01,Woodridge,IL,60517,70,false
2024-08-01,2021-09-01,West Chicago,IL,60185,181,false
2024-08-01,2024-06-01,Chicago,IL,6061,28,false
2024-08-01,2016-10-01,Chicago,IL,60641,318,true
2024-08-01,2024-03-01,River Grove,IL,60171,0,true
2024-08-01,2017-11-01,Round Lake Beach,IL,60073,0,true
2024-08-01,2016-11-01,Palatine,IL,60074,2,true
2024-08-01,2024-04-01,Glendale Heights,IL,60139,10,false
2024-08-01,2018-02-01,Chicago,IL,60623,14,false
2024-08-01,2019-06-01,Cicero,IL,60804,,true
2024-08-01,2020-07-01,Hoffman Est,IL,60010,20,true
2024-08-01,2019-12-01,Chicago,IL,60626,0,true
2024-08-01,2023-10-01,Bolingbrook,IL,60440,7,true
2024-08-01,2023-10-01,Chicago,IL,60626,9,true
2024-08-01,2016-03-01,Norridge,IL,60706,0,true
2024-08-01,2017-08-01,Chicago,IL,60631,0,false
2024-08-01,2024-01-01,North Miami,FL,33181,392,false
2024-08-01,2024-07-01,Carpantersville,IL,60110,0,true
2024-08-01,2022-08-01,Wheeling,IL,60090,44,true
2024-08-01,2024-06-01,Northbrook,IL,60062,5,false
2024-08-01,2024-04-01,Chicago,IL,60525,0,false
2024-08-01,2023-08-01,Chicago,IL,60645,260,true
2024-08-01,2023-12-01,Chicago,IL,60624,0,false
2024-08-01,2023-12-01,Chicago,IL,60624,0,false
2024-08-01,2023-12-01,Chicago,IL,60624,0,false
2024-08-01,2023-12-01,Chicago,IL,60624,0,false
2024-08-01,2023-12-01,Chicago,IL,60624,0,false
2024-08-01,2023-12-01,Chicago,IL,60624,0,false
2024-08-01,2023-12-01,Chicago,IL,60624,0,false
2024-08-01,2023-12-01,Chicago,IL,60624,0,false
2024-08-01,2023-06-01,Saint Charles,IL,60175,0,false
2024-08-01,2014-07-01,Chicago,IL,60649,100,true
2024-08-01,2015-09-01,Algonquin,IL,60102,1,true
2024-08-01,2018-10-01,Champaign,IL,61820,95,false
2024-08-01,2023-04-01,Joliet,IL,60435,0,false
2024-08-01,2023-04-01,Joliet,IL,60435,0,false
2024-08-01,2018-11-01,Chicago,IL,60639,184,false
2024-08-01,2024-04-01,Chicago,IL,60617,140,false
2024-08-01,2019-07-01,Chicago,IL,60639,43,false
2024-08-01,2019-04-01,Lynwood,IL,60411,5,false
2024-08-01,2024-07-01,Chicago,IL,60628,42,true
2024-08-01,2022-01-01,Chicago,IL,60643,48,false
2024-08-01,2024-02-01,Pingree Grove,IL,60140,0,false
2024-08-01,2024-03-01,Seattle,WA,98144,213,false
2024-08-01,2024-07-01,Minneapolis,MN,55423,221,false
2024-08-01,2023-10-01,Naperville,IL,60565,0,false
2024-08-01,2015-12-01,Bolingbrook,IL,60440,166,true
2024-08-01,2024-06-01,Schaumburg,IL,60193,53,false
2024-08-01,2018-02-01,Chicago,IL,60630,122,false
2024-08-01,2024-03-01,Northbrook,IL,60062,1,false
2024-08-01,2017-11-01,Chicago,IL,60639,72,true
2024-08-01,2024-01-01,Chicago,IL,60626,317,true
2024-08-01,2024-08-01,Bolingbrook,IL,60440,135,false
2024-08-01,2024-07-01,Hanover,IL,60133,298,false
2024-08-01,2017-11-01,Chicago,IL,60645,19,false
2024-08-01,2021-11-01,Prospect Heights,IL,60070,84,true
2024-08-01,2023-11-01,Ford Heights,IL,60411,4,true
2024-08-01,2017-10-01,Skokie,IL,60077,166,false
2024-08-01,2023-09-01,Wildwood,NJ,08260,269,false
2024-08-01,2024-07-01,San Juan,TX,78589,42,false
2024-08-01,2022-12-01,Chicago,IL,60620,0,true
2024-08-01,2017-08-01,Wheeling,IL,60090,24,true
2024-08-01,2016-03-01,Berwyn,IL,60402,246,false
2024-08-01,2022-11-01,Chicago,IL,60612,44,true
2024-08-01,2016-12-01,,FL,,21,false
2024-08-01,2024-06-01,Tinley Park,IL,60477,0,true
2024-08-01,2024-06-01,Chicago,IL,60626,20,false
2024-08-01,2023-04-01,Columbus,OH,43219,0,false
2024-08-01,2024-07-01,Chicago,IL,60607,11,true
2024-08-01,2024-08-01,West Chicago,IL,60185,136,false
2024-08-01,2024-03-01,Chicago,IL,60646,270,false
2024-08-01,2015-06-01,Morton Grove,IL,60053,0,false
2024-08-01,2017-01-01,Park Ridge,IL,60068,0,false
2024-08-01,2024-05-01,Dearborn,MI,48124,8,false
2024-08-01,2023-07-01,Chicago,IL,60649,113,false
2024-08-01,2023-07-01,Chicago,IL,60622,0,false
2024-08-01,2024-07-01,Chicago,IL,60622,147,false
2024-08-01,2023-10-01,Mundelein,IL,60060,96,false
2024-08-01,2019-11-01,Oak Lawn,IL,60453,0,false
2024-08-01,2024-06-01,Chicago,IL,60629,3,false
2024-08-01,2023-11-01,Chicago,IL,60626,0,true
2024-08-01,2023-11-01,Chicago,IL,60626,0,true
2024-08-01,2017-08-01,Chicago,IL,60624,245,false
2024-08-01,2018-09-01,Hazelcrest,IL,60429,153,true
2024-08-01,2024-06-01,,IN,,19,false
2024-08-01,2024-06-01,,IN,,19,false
2024-08-01,2019-06-01,Chicago,IL,60606,137,true
2024-08-01,2024-07-01,Chicago,IL,60628,271,false
2024-08-01,2016-12-01,,AZ,,19,false
2024-08-01,2024-07-01,Chicago,IL,60639,169,false
2024-08-01,2024-04-01,Chicago,IL,60639,170,false
2024-08-01,2022-09-01,,GA,,6,false
2024-08-01,2023-10-01,Norridge,IL,60706,0,false
2024-08-01,2023-10-01,Norridge,IL,60706,0,false
2024-08-01,2023-06-01,Cary,IL,60013,0,true
2024-08-01,2024-03-01,Tinley Park,IL,60477,21,false
2024-08-01,2022-04-01,Chicago,IL,60632,93,false
2024-08-01,2024-08-01,Homewood,IL,60430,9,false
2024-08-01,2024-03-01,Calumet Park,IL,60827,189,false
2024-08-01,2024-07-01,South Holland,IL,60473,61,false
2024-08-01,2024-06-01,Chicago,IL,60123,50,false
2024-08-01,2021-08-01,Hanover Park,IL,60133,1,true
2024-08-01,2024-01-01,Haslett,MI,48840,41,true
2024-08-01,2021-02-01,Elgin,IL,60120,0,false
2024-08-01,2024-08-01,Saint Charles,IL,60174,1,false
2024-08-01,2023-06-01,Buffalo Grove,IL,60089,3,true
2024-08-01,2024-08-01,Des Plaines,IL,60016,43,false
2024-08-01,2018-03-01,Aurora,IL,60506,4,true
2024-08-01,2019-07-01,Chicago,IL,60645,446,true
2024-08-01,2024-07-01,Chicago,IL,60652,0,true
2024-08-01,2024-01-01,Montgomery,AL,36117,0,false
2024-08-01,2024-08-01,University Park,IL,60484,0,false
2024-08-01,2023-06-01,Chicago,IL,60652,11,false
2024-08-01,2023-04-01,Chicago,IL,60631,0,false
2024-08-01,2023-12-01,Chicago,IL,60659,0,true
2024-08-01,2018-07-01,Hinsdale,IL,60521,257,true
2024-08-01,2015-10-01,Cicero,IL,60804,0,false
2024-08-01,2024-08-01,Evanston,IL,60202,37,false
2024-08-01,2022-11-01,Bolingbrook,IL,60440,0,false
2024-08-01,2022-11-01,Bolingbrook,IL,60440,0,false
2024-08-01,2022-11-01,Bolingbrook,IL,60440,0,false
2024-08-01,2024-03-01,Chicago,IL,60640,1,false
2024-08-01,2023-12-01,Evanston,IL,60202,141,true
2024-08-01,2024-08-01,Chicago,IL,60651,156,false
2024-08-01,2024-06-01,Oak Lawn,IL,60453,199,false
2024-08-01,2015-11-01,Chicago,IL,60623,17,true
2024-08-01,2023-11-01,Country Club Hills,IL,60478,58,false
2024-08-01,2024-06-01,Chicago,IL,60619,67,false
2024-08-01,2024-06-01,Chicago,IL,60619,67,false
2024-08-01,2024-06-01,Chicago,IL,60619,67,false
2024-08-01,2020-11-01,Elmwood Park,IL,60707,219,true
2024-08-01,2023-12-01,Chicago,IL,60618,191,true
2024-08-01,2024-05-01,River Grrove,IL,60171,0,false
2024-08-01,2019-03-01,Rialto,CA,92376,742,false
2024-08-01,2024-06-01,Carpentersville,IL,60110,162,false
2024-08-01,2024-05-01,Chicago,IL,60632,127,false
2024-08-01,2024-06-01,Chicago,IL,60613,129,true
2024-08-01,2023-12-01,,FL,,111,false
2024-08-01,2023-05-01,Le Claire,IA,52753,11,false
2024-08-01,2019-02-01,Woodridge,IL,60517,38,true
2024-08-01,2017-07-01,Hickory Hills,IL,60457,5,true
2024-08-01,2017-07-01,Hickory Hills,IL,60457,5,true
2024-08-01,2022-08-01,,IL,,7,false
2024-08-01,2022-07-01,Port Barrington,IL,60010,85,false
2024-08-01,2017-11-01,,IA,,214,false
2024-08-01,2019-06-01,Chicago,IL,60640,5,false
2024-08-01,2018-02-01,Chicago,IL,60634,3,true
2024-08-01,2019-04-01,Naperville,IL,60563,112,false
2024-08-01,2018-03-01,Chicago,IL,60632,71,false
2024-08-01,2023-04-01,Lake In The Hills,IL,60156,311,false
2024-08-01,2018-03-01,Evanston,IL,60202,0,false
2024-08-01,2022-06-01,Palatine,IL,60067,0,false
2024-08-01,2023-06-01,Sauk Village,IL,60411,32,false
2024-08-01,2024-04-01,Chicago,IL,60612,0,false
2024-08-01,2024-04-01,Chicago,IL,60612,0,false
2024-08-01,2024-04-01,Chicago,IL,60612,0,false
2024-08-01,2024-04-01,Chicago,IL,60612,0,false
2024-08-01,2023-09-01,Bloomingdale,IL,60108,0,false
2024-08-01,2016-10-01,Dubuque,IA,52003,4,false
2024-08-01,2024-08-01,Glenview,IL,60025,27,false
2024-08-01,2024-06-01,Midlothian,IL,60445,0,false
2024-08-01,2024-06-01,Midlothian,IL,60445,0,false
2024-08-01,2024-06-01,Midlothian,IL,60445,0,false
2024-08-01,2024-06-01,Midlothian,IL,60445,0,false
2024-08-01,2024-06-01,Midlothian,IL,60445,0,false
2024-08-01,2024-06-01,Midlothian,IL,60445,0,false
2024-08-01,2024-07-01,Chicago,IL,60632,53,false
2024-08-01,2022-04-01,Chicago,IL,60619,0,false
2024-08-01,2023-05-01,Chicago,IL,60611,180,false
2024-08-01,2016-09-01,Chicago,IL,60647,0,true
2024-08-01,2024-04-01,Streamwood,IL,60107,79,true
2024-08-01,2024-05-01,Berwyn,IL,60402,24,false
2024-08-01,2024-06-01,Bridgeview,IL,60455,30,false
2024-08-01,2021-05-01,Chicago,IL,60659,256,false
2024-08-01,2022-11-01,Plainfield,IL,60544,3,true
2024-08-01,2024-06-01,Chicago,IL,60623,259,false
2024-08-01,2019-04-01,Cicero,IL,60804,65,false
2024-08-01,2021-12-01,Chicago,IL,60660,628,true
2024-08-01,2017-10-01,Stickney,IL,60402,257,false
2024-08-01,2023-12-01,Addison,IL,60101,0,true
2024-08-01,2021-09-01,Evanston,IL,60201,269,false
2024-08-01,2021-09-01,Oak Park,IL,60302,39,false
2024-08-01,2020-07-01,Rock Island,IL,61201,343,true
2024-08-01,2024-04-01,Chicago,IL,60621,31,false
2024-08-01,2023-09-01,Brooklyn,NY,11234,0,false
2024-08-01,2024-04-01,,MN,,6,false
2024-08-01,2016-10-01,Oak Lawn,IL,60453,72,true
2024-08-01,2023-06-01,,IN,,13,false
2024-08-01,2023-12-01,Vancouver,WA,98661,30,false
2024-08-01,2024-07-01,Chicago,IL,60625,84,false
2024-08-01,2016-07-01,Tinley Park,IL,60487,0,true
2024-08-01,2024-04-01,Chicago,IL,60626,215,false
2024-08-01,2019-04-01,,TX,,26,false
2024-08-01,2019-02-01,Burbank,IL,60459,5,false
2024-08-01,2024-07-01,,WI,,35,false
2024-08-01,2023-09-01,Aurora,IL,60505,22,true
2024-08-01,2023-05-01,Orlando Park,IL,60462,142,false
2024-08-01,2023-07-01,Des Plaines,IL,60016,0,false
2024-08-01,2023-07-01,Des Plaines,IL,60016,0,false
2024-08-01,2023-07-01,Des Plaines,IL,60016,0,false
2024-08-01,2024-05-01,"Chicago,  Il",IL,60659,25,false
2024-08-01,2024-08-01,Chicago,IL,60641,168,false
2024-08-01,2023-09-01,Chicago,IL,60646,24,false
2024-08-01,2024-03-01,Palatine,IL,60074,212,false
2024-08-01,2023-04-01,Carol Stream,IL,60188,1,true
2024-08-01,2015-08-01,Chicago,IL,60076,137,true
2024-08-01,2017-07-01,Chicago,IL,60629,117,true
2024-08-01,2024-06-01,Chicago,IL,60659,147,false
2024-08-01,2019-04-01,Chicago,IL,69652,59,false
2024-08-01,2024-03-01,Chicago,IL,60624,100,false
2024-08-01,2023-09-01,Griffith,IN,46319,10,false
2024-08-01,2024-06-01,Chicago,IL,60644,110,false
2024-08-01,2024-01-01,Cicero,IL,60804,118,true
2024-08-01,2024-07-01,Chicago,IL,60651,12,false
2024-08-01,2023-10-01,Chicago,IL,60605,2,false
2024-08-01,2015-12-01,Park Forest,IL,60466,240,true
2024-08-01,2021-12-01,Carol Stream,IL,60188,47,false
2024-08-01,2015-02-01,Chicago,IL,60608,294,true
2024-08-01,2023-05-01,Des Plaines,IL,60018,294,true
2024-08-01,2017-09-01,Pensacola,FL,32503,0,true
2024-08-01,2024-08-01,Lansing,IL,60473,25,false
2024-08-01,2017-02-01,Chicago,IL,60639,144,true
2024-08-01,2023-04-01,Chicago,IL,60644,81,false
2024-08-01,2023-08-01,Chicago,IL,60619,0,false
2024-08-01,2023-08-01,Chicago,IL,60619,0,false
2024-08-01,2015-09-01,Chicago,IL,60651,207,true
2024-08-01,2022-07-01,Palatine,IL,60074,15,true
2024-08-01,2017-10-01,Naperville,IL,60540,156,false
2024-08-01,2022-11-01,Chicago,IL,60616,57,true
2024-08-01,2024-03-01,Hammond,IN,46323,0,false
2024-08-01,2024-06-01,Chicago,IL,60634,58,false
2024-08-01,2024-08-01,Deerfield,IL,60015,239,false
2024-08-01,2020-09-01,Merrillville,IN,46410,12,true
2024-08-01,2024-06-01,South Chicago Heights,IL,60411,506,false
2024-08-01,2020-09-01,Orland Park,IL,60462,168,false
2024-08-01,2024-08-01,Northlake,IL,60164,103,false
2024-08-01,2024-08-01,Melrose Park,IL,60164,1,false
2024-08-01,2024-04-01,Vernon Hills,IL,60061,175,false
2024-08-01,2024-07-01,Chicago,IL,60620,107,false
2024-08-01,2024-03-01,Chicago,IL,60636,125,false
2024-08-01,2023-10-01,Maywood,IL,60153,331,false
2024-08-01,2022-08-01,Chicago,IL,60616,705,false
2024-08-01,2024-06-01,Chicago,IL,60618,133,false
2024-08-01,2024-06-01,Chicago,IL,60639,284,true
2024-08-01,2017-07-01,Robbins,IL,60472,146,false
2024-08-01,2023-01-01,Chicago,IL,60613,207,false
2024-08-01,2019-08-01,Cicero,IL,60804,0,false
2024-08-01,2020-02-01,Calumet City,IL,60409,252,false
2024-08-01,2024-06-01,Chicago,IL,60626,260,false
2024-08-01,2024-07-01,Chicago,IL,60616,318,false
2024-08-01,2023-05-01,Chicago,IL,60637,7,true
2024-08-01,2024-03-01,Hanover Park,IL,60133,104,false
2024-08-01,2020-09-01,Elmwood Park,IL,60707,0,false
2024-08-01,2021-03-01,Palatine,IL,60074,3,false
2024-08-01,2024-07-01,Cedar Falls,IA,50613,79,true
2024-08-01,2024-07-01,Chicago,IL,60644,89,false
2024-08-01,2024-06-01,Chicago,IL,60626,38,false
2024-08-01,2024-06-01,Oswego,IL,60543,104,false
2024-08-01,2024-08-01,,MN,,45,false
2024-08-01,2024-02-01,Chicago,IL,60619,102,false
2024-08-01,2024-06-01,Warsaw,IN,46582,0,false
2024-08-01,2023-05-01,Chicago,IL,60607,0,true
2024-08-01,2023-09-01,Lowell,IN,46366,0,false
2024-08-01,2020-06-01,West Chicago,IL,60185,194,true
2024-08-01,2017-10-01,Chicago,IL,60620,239,false
2024-08-01,2018-07-01,Matteson,IL,60443,57,false
2024-08-01,2018-01-01,Arlington Heights 6,IL,60005,208,true
2024-08-01,2022-08-01,Gary,IN,46403,3,false
2024-08-01,2024-06-01,Chicago,IL,60647,150,false
2024-08-01,2015-01-01,Lithonia,GA,30058,1,false
2024-08-01,2024-07-01,Frankfort,IL,60426,0,false
2024-08-01,2022-12-01,Chicago,IL,60639,0,false
2024-08-01,2017-06-01,Markham,IL,60428,68,true
2024-08-01,2024-07-01,Chicago,IL,60649,89,true
2024-08-01,2024-06-01,Arlington Heights,IL,60004,3,false
2024-08-01,2018-04-01,Elk Groove Village,IL,60007,78,true
2024-08-01,2016-07-01,Schiller Park,IL,60176,74,false
2024-08-01,2014-05-01,Norridge,IL,60706,0,true
2024-08-01,2023-08-01,Schaumburg,IL,60193,0,false
2024-08-01,2023-08-01,Schaumburg,IL,60193,0,false
2024-08-01,2023-08-01,Schaumburg,IL,60193,0,false
2024-08-01,2023-08-01,Schaumburg,IL,60193,0,false
2024-08-01,2024-04-01,Melrose Park,IL,60164,174,false
2024-08-01,2024-01-01,Chicago,IL,60642,6,false
2024-08-01,2023-02-01,Joliet,IL,60431,234,false
2024-08-01,2023-06-01,Wheaton,IL,60187,0,false
2024-08-01,2023-06-01,Wheaton,IL,60187,0,false
2024-08-01,2023-08-01,Skokie,IL,60076,4,false
2024-08-01,2023-12-01,Highwood,IL,60040,0,false
2024-08-01,2024-05-01,Chicago,IL,60636,6,false
2024-08-01,2024-07-01,Lansing,IL,60438,15,false
2024-08-01,2024-02-01,Grayslake,IL,60030,17,false
2024-08-01,2024-07-01,Ashville,AL,35953,0,false
2024-08-01,2022-03-01,Justice,IL,60458,353,true
2024-08-01,2023-11-01,Carol Stream,IL,60188,141,true
2024-08-01,2017-04-01,Joliet,IL,60435,110,false
2024-08-01,2023-12-01,Lisle,IL,60532,0,false
2024-08-01,2023-12-01,Lisle,IL,60532,0,false
2024-08-01,2023-12-01,Lisle,IL,60532,0,false
2024-08-01,2021-09-01,Garyslake,IL,60030,47,false
2024-08-01,2024-08-01,Skokie,IL,60076,72,false
2024-08-01,2016-02-01,Chicago,IL,60640,0,true
2024-08-01,2024-06-01,Skokie,IL,60077,264,false
2024-08-01,2023-07-01,Chicago,IL,60659,172,true
2024-08-01,2021-10-01,,WI,,1,false
2024-08-01,2021-10-01,,WI,,1,false
2024-08-01,2023-10-01,Glendale Heights,IL,60139,22,false
2024-08-01,2020-11-01,Chicago,IL,60640,0,true
2024-08-01,2020-11-01,Chicago,IL,60640,0,true
2024-08-01,2017-06-01,Moraga,CA,94556,10,true
2024-08-01,2024-03-01,Chicago,IL,60659,0,false
2024-08-01,2024-03-01,Chicago,IL,60659,0,false
2024-08-01,2024-03-01,Chicago,IL,60659,0,false
2024-08-01,2024-03-01,Chicago,IL,60659,0,false
2024-08-01,2024-03-01,Chicago,IL,60659,0,false
2024-08-01,2024-03-01,Chicago,IL,60659,0,false
2024-08-01,2024-03-01,Chicago,IL,60659,0,false
2024-08-01,2024-03-01,Chicago,IL,60659,0,false
2024-08-01,2024-03-01,Chicago,IL,60659,0,false
2024-08-01,2024-03-01,Chicago,IL,60659,0,false
2024-08-01,2024-03-01,Chicago,IL,60659,0,false
2024-08-01,2024-03-01,Chicago,IL,60659,0,false
2024-08-01,2024-03-01,Chicago,IL,60659,0,false
2024-08-01,2024-03-01,Chicago,IL,60659,0,false
2024-08-01,2024-03-01,Chicago,IL,60659,0,false
2024-08-01,2024-03-01,Chicago,IL,60659,0,false
2024-08-01,2024-03-01,Chicago,IL,60659,0,false
2024-08-01,2024-03-01,Chicago,IL,60659,0,false
2024-08-01,2023-04-01,Chicago,IL,60628,114,false
2024-08-01,2023-11-01,Livonia,MI,48150,101,false
2024-08-01,2024-08-01,Arlington Heights,IL,60004,5,false
2024-08-01,2019-06-01,Cicero,IL,60804,23,false
2024-08-01,2019-09-01,Tinley Park,IL,60477,138,true
2024-08-01,2024-08-01,Streamwood,IL,60107,85,false
2024-08-01,2024-06-01,Chicago,IL,60624,15,false
2024-08-01,2018-01-01,Aurora,IL,60506,22,false
2024-08-01,2015-10-01,Justice,IL,60458,117,true
2024-08-01,2024-05-01,Evergreen Pk,IL,60805,78,false
2024-08-01,2023-06-01,Skokie,IL,60076,25,true
2024-08-01,2024-05-01,Hebron,IL,60034,395,true
2024-08-01,2016-08-01,Chicago,IL,60634,0,false
2024-08-01,2024-02-01,Chicago,IL,60638,227,false
2024-08-01,2024-02-01,Melrose Park,IL,60160,41,true
2024-08-01,2015-12-01,Chicago,IL,60647,191,true
2024-08-01,2023-02-01,Chgicago,IL,60623,0,false
2024-08-01,2024-03-01,Riverdale,IL,60827,108,false
2024-08-01,2023-10-01,Plainfield,IL,60586,0,false
2024-08-01,2023-10-01,Plainfield,IL,60586,0,false
2024-08-01,2023-10-01,Plainfield,IL,60586,0,false
2024-08-01,2023-09-01,Chicago,IL,60056,261,true
2024-08-01,2014-12-01,Hoffman,IL,60169,22,true
2024-08-01,2024-08-01,Burbank,IL,60459,4,false
2024-08-01,2024-08-01,Burbank,IL,60459,4,false
2024-08-01,2023-09-01,,IL,,75,false
2024-08-01,2024-04-01,Beaver Dam,WI,53916,0,false
2024-08-01,2023-10-01,Chicago,IL,60616,97,true
2024-08-01,2022-12-01,Chicago,IL,60608,11,false
2024-08-01,2021-09-01,Chicago,IL,60637,218,true
2024-08-01,2016-11-01,Addison,IL,60101,20,true
2024-08-01,2022-11-01,Lynwood,IL,60438,26,true
2024-08-01,2019-05-01,Riverside,IL,60546,20,false
2024-08-01,2024-04-01,Chicago,IL,60640,201,false
2024-08-01,2024-02-01,Chicago,IL,60649,0,false
2024-08-01,2024-02-01,Chicago,IL,60649,0,false
2024-08-01,2024-02-01,Chicago,IL,60649,0,false
2024-08-01,2024-02-01,Chicago,IL,60649,0,false
2024-08-01,2024-02-01,Chicago,IL,60649,0,false
2024-08-01,2024-02-01,Chicago,IL,60649,0,false
2024-08-01,2024-02-01,Chicago,IL,60649,0,false
2024-08-01,2024-02-01,Chicago,IL,60649,0,false
2024-08-01,2024-02-01,Chicago,IL,60649,0,false
2024-08-01,2024-04-01,Chicago,IL,60659,646,false
2024-08-01,2023-05-01,Mount Prospect,IL,60056,0,true
2024-08-01,2023-05-01,Mount Prospect,IL,60056,0,true
2024-08-01,2024-07-01,Chicago,IL,60624,34,false
2024-08-01,2024-05-01,Evanston,IL,60201,44,false
2024-08-01,2018-06-01,Chicago,IL,60645,144,true
2024-08-01,2023-02-01,Hoffman Estates,IL,60169,47,false
2024-08-01,2023-06-01,,IN,,2,false
2024-08-01,2024-07-01,Chicago,IL,60644,180,false
2024-08-01,2024-06-01,Denver,CO,80249,51,false
2024-08-01,2024-07-01,Burbank,IL,60459,106,false
2024-08-01,2022-01-01,Crystal Lake,IL,60014,1,true
2024-08-01,2024-08-01,Chicago,IL,60616,109,false
2024-08-01,2021-07-01,Redmond,WA,98052,153,true
2024-08-01,2018-07-01,Thornton,IL,60476,0,true
2024-08-01,2023-11-01,Schaumburg,IL,60193,3,true
2024-08-01,2017-10-01,Mauconda,IL,60084,1,true
2024-08-01,2019-02-01,Chicago,IL,60616,83,true
2024-08-01,2024-04-01,Chicago,IL,60608,241,false
2024-08-01,2021-10-01,Chicago,IL,60646,0,false
2024-08-01,2024-07-01,Wheeling,IL,60090,8,false
2024-08-01,2024-05-01,Des Plaines,IL,60016,16,false
2024-08-01,2023-02-01,Chicago,IL,60680,173,true
2024-08-01,2024-07-01,Chicago,IL,60640,114,false
2024-08-01,2024-07-01,Chicago,IL,60640,114,false
2024-08-01,2023-06-01,Chicago,IL,60644,373,false
2024-08-01,2024-05-01,Chicago,IL,60625,238,true
2024-08-01,2024-05-01,Chicago,IL,60626,118,false
2024-08-01,2020-10-01,Orlando Park,IL,60462,14,false
2024-08-01,2024-06-01,Des Plaines,IL,60016,382,true
2024-08-01,2023-03-01,Chicago,IL,60644,0,true
2024-08-01,2024-03-01,Chicago,IL,60619,0,false
2024-08-01,2024-03-01,Chicago,IL,60619,0,false
2024-08-01,2024-03-01,Chicago,IL,60619,0,false
2024-08-01,2024-03-01,Chicago,IL,60619,0,false
2024-08-01,2024-03-01,Chicago,IL,60619,0,false
2024-08-01,2024-03-01,Chicago,IL,60619,0,false
2024-08-01,2024-03-01,Chicago,IL,60619,0,false
2024-08-01,2024-03-01,Chicago,IL,60619,0,false
2024-08-01,2024-03-01,Chicago,IL,60619,0,false
2024-08-01,2024-03-01,Chicago,IL,60619,0,false
2024-08-01,2024-03-01,Chicago,IL,60619,0,false
2024-08-01,2024-03-01,Chicago,IL,60619,0,false
2024-08-01,2024-03-01,Chicago,IL,60619,0,false
2024-08-01,2024-03-01,Chicago,IL,60619,0,false
2024-08-01,2021-11-01,Chicago,IL,60617,482,true
2024-08-01,2023-08-01,Midlothian,IL,60445,41,false
2024-08-01,2024-04-01,Chicago,IL,60634,144,false
2024-08-01,2016-09-01,Chicago,IL,60630,232,false
2024-08-01,2017-06-01,Chicago,IL,60625,24,false
2024-08-01,2023-03-01,Chicago,IL,60628,50,false
2024-08-01,2018-07-01,Chicago,IL,60616,49,false
2024-08-01,2024-07-01,Chicago,IL,60613,16,false
2024-08-01,2024-06-01,Berwyn,IL,60402,27,false
2024-08-01,2023-05-01,Richton Park,IL,60471,0,true
2024-08-01,2023-06-01,Buffalo Grove,IL,60089,2,true
2024-08-01,2023-12-01,Des Plaines,IL,60016,316,true
2024-08-01,2020-02-01,Woodstock,IL,60098,0,false
2024-08-01,2023-10-01,South Elgin,IL,60177,32,true
2024-08-01,2020-02-01,Chicago,IL,60640,0,true
2024-08-01,2024-02-01,Chicago,IL,60641,30,false
2024-08-01,2017-06-01,Chicago,IL,60641,63,false
2024-08-01,2017-09-01,Chicago,IL,60645,6,false
2024-08-01,2023-01-01,Chicago,IL,60624,2,false
2024-08-01,2024-08-01,Dallas,TX,75216,0,false
2024-08-01,2023-08-01,Mcdonough,GA,30253,0,false
2024-08-01,2019-10-01,Loves Park,IL,61111,0,true
2024-08-01,2023-11-01,Lockport,IL,60441,55,false
2024-08-01,2024-08-01,Hoffman Estates,IL,60169,6,false
2024-08-01,2024-07-01,,IN,,152,false
2024-08-01,2024-05-01,Chicago,IL,60641,123,false
2024-08-01,2018-10-01,Des Plaines,IL,60076,0,true
2024-08-01,2024-08-01,Cicero,IL,60804,32,false
2024-08-01,2020-09-01,Chicago,IL,60645,0,true
2024-08-01,2020-09-01,Chicago,IL,60645,0,true
2024-08-01,2024-07-01,Chicago,IL,60612,72,false
2024-08-01,2024-07-01,Chicago,IL,60612,72,false
2024-08-01,2023-03-01,Chicago,IL,60637,112,false
2024-08-01,2023-02-01,,WA,,82,false
2024-08-01,2024-06-01,Kissimmee,FL,34746,417,false
2024-08-01,2023-07-01,Wauconda,IL,60084,0,false
2024-08-01,2024-07-01,Sheffield Vlg,OH,44035,57,false
2024-08-01,2017-10-01,Midlothian,IL,60445,155,true
2024-08-01,2018-08-01,Chicago,IL,60608,0,true
2024-08-01,2023-11-01,,IL,,110,false
2024-08-01,2024-08-01,Chicago,IL,60620,73,false
2024-08-01,2017-05-01,Chicago,IL,60651,83,false
2024-08-01,2024-01-01,Joliet,IL,60433,147,false
2024-08-01,2023-08-01,Elk Grove Village,IL,60007,84,false
2024-08-01,2019-01-01,Orland Park,IL,60462,0,true
2024-08-01,2023-10-01,Merrillville,IN,46410,5,false
2024-08-01,2024-05-01,East Hazel Crest,IL,60429,89,false
2024-08-01,2024-06-01,Miami,FL,33137,0,false
2024-08-01,2024-05-01,Maple Valley,WA,98038,58,false
2024-08-01,2019-10-01,Gaithersburg,MD,20877,172,true
2024-08-01,2023-04-01,Palatine,IL,60067,15,false
2024-08-01,2024-03-01,Renton,WA,98056,170,false
2024-08-01,2015-09-01,Skokie,IL,60076,372,true
2024-08-01,2021-09-01,Normal,IL,61761,74,true
2024-08-01,2018-05-01,Lombard,IL,60148,82,false
2024-08-01,2023-11-01,Chicago,IL,60606,248,false
2024-08-01,2024-05-01,Chicago,IL,60634,142,false
2024-08-01,2024-02-01,Itasca,IL,60143,0,false
